prefix,firstname,surname,dob,dod,alias_type,alias,start,end,corresponding_id
Mr,Henry,Bathurst,1762-05-22,1834-07-27,lord_membership,Lord Apsley,1794-08-06,1834-07-27,
Mr,Seymour,Bathurst,1864-07-21,1943-09-21,lord_membership,Baron Bathurst of Battlesden,1892-08-01,1943-09-21,7093.0
Mr,Seymour,Bathurst,1864-07-21,1943-09-21,lord_membership,Earl Bathurst of Bathurst,1892-08-01,1943-09-21,7093.0
Mr,Seymour,Bathurst,1864-07-21,1943-09-21,lord_membership,Lord Apsley,1892-08-01,1943-09-21,7093.0
Mr,William,Bathurst,1791-02-14,1878-02-24,lord_membership,Baron Bathurst of Battlesden,1866-05-25,1878-02-24,6893.0
Mr,William,Bathurst,1791-02-14,1878-02-24,lord_membership,Earl Bathurst of Bathurst,1866-05-25,1878-02-24,6893.0
Mr,William,Bathurst,1791-02-14,1878-02-24,lord_membership,Lord Apsley,1866-05-25,1878-02-24,6893.0
Hon.,Wentworth,Beaumont,1860-01-01,1923-12-12,lord_membership,Baron Allendale,1907-01-01,1923-12-12,
Mr,Wentworth,Beaumont,1829-01-01,1907-02-13,lord_membership,Baron Allendale,1906-01-01,1907-02-13,
Mr,Lionel,Beaumont-Thomas,1893-01-01,1942-12-31,alternative_name,Lionel Thomas,1893-01-01,1942-12-31,9834.0
Mr,Edmund,Beckett,,1905-04-29,lord_membership,Baron Grimthorpe,1886-02-17,1905-04-29,
Mr,Ernest,Beckett,1856-01-01,1917-05-09,lord_membership,Baron Grimthorpe,1905-01-01,1917-05-09,6210.0
,,Bective,1822-01-01,1894-12-31,lord_membership,Marquis of Headfort,1870-01-01,1894-12-31,
,,Bective,1822-01-01,1894-12-31,lord_membership,Baron Kenlis of Kenlis,1870-12-06,1894-07-22,
,,Bective,1822-01-01,1894-12-31,alternative_name,Thomas Taylour,1822-01-01,1894-12-31,
,,Bective,1822-01-01,1894-12-31,alternative_title,Baron Headfort,1870-12-06,1894-07-22,
,,Bective,1822-01-01,1894-12-31,alternative_title,Earl of Bective,1870-12-06,1894-07-22,
,,Bective,1822-01-01,1894-12-31,alternative_title,Viscount Headfort,1870-12-06,1894-07-22,
,,Bective,1844-01-01,1893-12-31,alternative_name,Thomas Taylour,1844-01-01,1893-12-31,
,,Belfast,1797-01-01,1883-12-31,lord_membership,Earl of Belfast,1841-01-01,1883-12-31,
,,Belfast,1797-01-01,1883-12-31,lord_membership,Baron Ennishowen and Carrickfergus,1841-08-18,1883-10-20,
,,Belfast,1797-01-01,1883-12-31,lord_membership,Marquess of Donegal,1844-01-01,1883-12-31,
,,Belfast,1797-01-01,1883-12-31,lord_membership,Baron Fisherwick,1844-10-05,1883-10-20,
,,Belfast,1797-01-01,1883-12-31,alternative_name,George Hamilton Chichester,1797-01-01,1883-12-31,
,,Belfast,1797-01-01,1883-12-31,alternative_title,Baron Chichester of Belfast,1844-10-05,1883-10-20,
,,Belfast,1797-01-01,1883-12-31,alternative_title,Earl of Belfast,1844-10-05,1883-10-20,
,,Belfast,1797-01-01,1883-12-31,alternative_title,Earl of Donegall,1844-10-05,1883-10-20,
,,Belfast,1797-01-01,1883-12-31,alternative_title,Viscount Chichester of Carrickfergus,1844-10-05,1883-10-20,
Sir,Patrick,Bellew,1798-01-01,1866-12-31,lord_membership,Baron Bellew of Barmeath,1848-01-01,1866-12-31,2824.0
Sir,Patrick,Bellew,1798-01-01,1866-12-31,alternative_title,Baron Bellew of Barmeath,1848-07-10,1866-12-10,2824.0
Lord,George,Bentinck,1802-01-01,1848-12-31,alternative_name,George Cavendish-Bentinck,1802-01-01,1848-12-31,3038.0
Lord,Henry,Bentinck,1804-01-01,1870-12-31,alternative_name,Henry Cavendish-Bentinck,1804-01-01,1870-12-31,
Mr,Richard,Benyon,1811-01-01,1897-12-31,alternative_name,Richard Fellowes,1811-01-01,1854-12-31,
Mr,Denis,Beresford,1818-01-01,1881-12-31,alternative_name,Denis Pack,1818-01-01,1881-12-31,4759.0
Mr,George,Beresford,1811-01-01,1873-12-31,lord_membership,Baron Beresford,1844-01-01,1873-12-31,
Sir,William,Beresford,1768-10-02,1854-01-08,lord_membership,Baron Beresford of Albuera and Dungarvan,1814-05-17,1854-01-08,
Sir,William,Beresford,1768-10-02,1854-01-08,lord_membership,Viscount Beresford of Beresford,1823-03-28,1854-01-08,
Hon.,Charles,Berkeley,1830-01-01,1916-12-03,lord_membership,Baron Fitz-Hardinge,1896-01-01,1916-12-03,
Hon.,Charles,Berkeley,1830-01-01,1916-12-03,lord_membership,Baron FitzHardinge of Bristol,1896-06-29,1916-12-05,
Mr,Francis,Berkeley,1826-01-01,1896-12-31,lord_membership,Baron Fitz-Hardinge,1867-01-01,1896-12-31,
Mr,Francis,Berkeley,1826-01-01,1896-12-31,lord_membership,Baron FitzHardinge of Bristol,1867-10-17,1896-06-28,
Mr,Frederick,Berkeley,1745-05-24,1810-08-08,lord_membership,Earl of Berkeley,1755-01-09,1810-08-08,6638.0
Mr,Frederick,Berkeley,1745-05-24,1810-08-08,lord_membership,Lord Berkeley,1755-01-09,1810-08-08,6638.0
Mr,Frederick,Berkeley,1745-05-24,1810-08-08,lord_membership,Viscount Dursley,1755-01-09,1810-08-08,6638.0
Mr,George,Berkeley,1827-02-25,1888-08-27,lord_membership,Earl of Berkeley,1882-08-27,1888-08-27,7006.0
Sir,Maurice,Berkeley,1788-01-01,1867-12-31,lord_membership,Baron Fitz-Hardinge,1861-01-01,1867-12-31,2991.0
Sir,Maurice,Berkeley,1788-01-01,1867-12-31,lord_membership,Baron FitzHardinge of Bristol,1861-08-05,1867-10-17,2991.0
Mr,Randal,Berkeley,1865-01-31,1942-01-15,lord_membership,Earl of Berkeley,1888-08-27,1942-01-15,7062.0
Mr,Randal,Berkeley,1865-01-31,1942-01-15,lord_membership,Viscount Dursley,1888-08-27,1942-01-15,7062.0
Mr,Thomas,Berkeley,1796-10-19,1882-08-27,lord_membership,Earl of Berkeley,1810-08-08,1882-08-27,6462.0
Mr,Thomas,Berkeley,1796-10-19,1882-08-27,lord_membership,Lord Berkeley,1810-08-08,1882-08-27,6462.0
Mr,Thomas,Berkeley,1796-10-19,1882-08-27,lord_membership,Viscount Dursley,1810-08-08,1882-08-27,6462.0
Mr,William,Berkeley,1786-12-26,1857-10-10,lord_membership,Baron Segrave of Berkeley Castle,1831-09-10,1857-10-10,
Mr,William,Berkeley,1786-12-26,1857-10-10,lord_membership,Earl FitzHardinge,1841-08-17,1857-10-10,
Mr,Ralph,Bernal,1811-01-01,1882-12-31,alternative_name,Ralph Osborne,1844-01-01,1882-12-31,
Viscount,,Bernard,1810-01-01,1877-12-31,lord_membership,Earl of Bandon,1856-01-01,1877-12-31,
Viscount,,Bernard,1810-01-01,1877-12-31,alternative_name,Francis Bernard,1810-01-01,1877-12-31,
Viscount,,Bernard,1810-01-01,1877-12-31,alternative_title,Baron Bandon,1856-10-31,1877-02-17,
Viscount,,Bernard,1810-01-01,1877-12-31,alternative_title,Earl of Bandon,1856-10-31,1877-02-17,
Viscount,,Bernard,1810-01-01,1877-12-31,alternative_title,Viscount Bandon,1856-10-31,1877-02-17,
Viscount,,Bernard,1810-01-01,1877-12-31,alternative_title,Viscount Bernard,1856-10-31,1877-02-17,
Mr,James,Bernard,1785-06-14,1856-10-31,alternative_title,Baron Bandon,1830-11-26,1856-10-31,1495.0
Mr,James,Bernard,1785-06-14,1856-10-31,alternative_title,Earl of Bandon,1830-11-26,1856-10-31,1495.0
Mr,James,Bernard,1785-06-14,1856-10-31,alternative_title,Viscount Bandon,1830-11-26,1856-10-31,1495.0
Mr,James,Bernard,1785-06-14,1856-10-31,alternative_title,Viscount Bernard,1830-11-26,1856-10-31,1495.0
Mr,Brownlow,Bertie,1729-05-01,1809-02-08,lord_membership,Duke of Ancaster and Kesteven,1779-07-08,1809-02-08,6639.0
Mr,Brownlow,Bertie,1729-05-01,1809-02-08,lord_membership,Marquess of Lindsey,1779-07-08,1809-02-08,6639.0
Mr,Montagu,Bertie,1784-04-30,1854-10-16,lord_membership,Earl of Abingdon,1799-09-26,1854-10-16,6463.0
Mr,Montagu,Bertie,1836-05-13,1928-03-10,lord_membership,Earl of Abingdon,1884-02-08,1928-03-10,7022.0
Mr,William,Best,1767-12-13,1845-03-03,lord_membership,Baron Wynford,1829-06-05,1845-03-03,1009.0
Sir,Richard,Bethell,1800-01-01,1873-12-31,lord_membership,Baron Westbury,1861-01-01,1873-12-31,
Mr,Henry,Bickersteth,,1851-04-18,lord_membership,Baron Langdale,1836-01-23,1851-04-18,
Mr,Michael,Biddulph,1834-01-01,1923-04-06,lord_membership,Baron Biddulph,1903-01-01,1923-04-06,4871.0
Mr,John,Bigham,1840-01-01,1929-09-03,lord_membership,Baron Mersey,1910-03-16,1929-09-03,7279.0
Viscount,,Bingham,1860-01-01,1949-04-20,alternative_name,George Bingham,1860-01-01,1949-12-31,
Viscount,George,Bingham,1830-01-01,1914-06-05,lord_membership,Earl Lucan,1888-01-01,1914-06-05,
Viscount,George,Bingham,1830-01-01,1914-06-05,alternative_name,George Bingham,1830-01-01,1914-12-31,12946.0
Viscount,George,Bingham,1830-01-01,1914-06-05,alternative_title,Earl of Lucan,1888-11-10,1914-06-05,
Mr,Mordaunt,Bisset,1825-01-01,1884-12-31,alternative_name,Mordaunt Fenwick-Bisset,1826-01-01,1884-12-31,5776.0
Sir,Cecil,Bisshopp,1753-12-29,1828-11-11,lord_membership,Lord Zouche,1815-08-27,1828-11-11,1057.0
Mr,Colin,Blackburn,1813-05-18,1896-01-08,lord_membership,Baron Blackburn of Killearn,1876-10-16,1896-01-08,6971.0
Mr,Frederick,Blackwood,,1902-02-12,lord_membership,Baron Clandeboye,1850-01-22,1902-02-12,
Mr,Frederick,Blackwood,,1902-02-12,lord_membership,Earl Dufferin,1871-11-13,1902-02-12,
Mr,Frederick,Blackwood,,1902-02-12,lord_membership,Marquess Dufferin and Ava,1888-11-17,1902-02-12,
,,Blandford,1793-01-01,1857-12-31,lord_membership,Duke Marlborough,1840-01-01,1857-12-31,
,,Blandford,1793-01-01,1857-12-31,lord_membership,Baron Churchill of Sandridge,1840-03-05,1857-07-01,
,,Blandford,1793-01-01,1857-12-31,lord_membership,Baron Spencer of Wormleighton,1840-03-05,1857-07-01,
,,Blandford,1793-01-01,1857-12-31,lord_membership,Earl of Marlborough,1840-03-05,1857-07-01,
,,Blandford,1793-01-01,1857-12-31,lord_membership,Earl of Sunderland,1840-03-05,1857-07-01,
,,Blandford,1793-01-01,1857-12-31,alternative_name,George Spencer-Churchill,1793-01-01,1857-12-31,
,,Blandford,1822-01-01,1883-12-31,lord_membership,Duke Marlborough,1857-01-01,1883-12-31,
,,Blandford,1822-01-01,1883-12-31,lord_membership,Baron Churchill of Sandridge,1857-07-01,1883-07-05,
,,Blandford,1822-01-01,1883-12-31,lord_membership,Baron Spencer of Wormleighton,1857-07-01,1883-07-05,
,,Blandford,1822-01-01,1883-12-31,lord_membership,Earl of Marlborough,1857-07-01,1883-07-05,
,,Blandford,1822-01-01,1883-12-31,lord_membership,Earl of Sunderland,1857-07-01,1883-07-05,
,,Blandford,1822-01-01,1883-12-31,alternative_name,John Spencer-Churchill,1822-01-01,1883-12-31,
Mr,John,Blaquiere,1732-05-15,1812-08-27,alternative_title,Baron de Blaquiere of Ardkill,1800-07-30,1812-08-27,1196.0
Hon.,Cadwallader,Blayney,1802-01-01,1874-12-31,lord_membership,Lord Blaney,1834-01-01,1874-12-31,3097.0
Hon.,Cadwallader,Blayney,1802-01-01,1874-12-31,alternative_title,Lord Blayney,1834-04-08,1874-01-18,3097.0
Mr,Thomas,Blayney,1770-11-30,1834-04-08,alternative_title,Lord Blayney,1784-04-02,1834-04-08,1357.0
Mr,Edward,Bligh,1851-08-21,1900-10-31,lord_membership,Lord Clifton,1896-12-14,1900-10-31,7132.0
Mr,Edward,Bligh,1851-08-21,1900-10-31,alternative_title,Baron Clifton of Rathmore,1896-12-14,1900-10-31,7132.0
Mr,Edward,Bligh,1851-08-21,1900-10-31,alternative_title,Earl of Darnley,1896-12-14,1900-10-31,7132.0
Mr,Edward,Bligh,1851-08-21,1900-10-31,alternative_title,Viscount Darnley of Athboy,1896-12-14,1900-10-31,7132.0
Mr,Edward,Bligh,1795-02-25,1835-02-11,lord_membership,Lord Clifton,1831-03-17,1835-02-12,2015.0
Mr,Edward,Bligh,1795-02-25,1835-02-11,alternative_title,Baron Clifton of Rathmore,1831-03-17,1835-02-12,2015.0
Mr,Edward,Bligh,1795-02-25,1835-02-11,alternative_title,Earl of Darnley,1831-03-17,1835-02-12,2015.0
Mr,Edward,Bligh,1795-02-25,1835-02-11,alternative_title,Viscount Darnley of Athboy,1831-03-17,1835-02-12,2015.0
Mr,John,Bligh,1827-04-16,1896-12-14,lord_membership,Lord Clifton,1835-02-12,1896-12-14,6465.0
Mr,John,Bligh,1827-04-16,1896-12-14,alternative_title,Baron Clifton of Rathmore,1835-02-12,1896-12-14,6465.0
Mr,John,Bligh,1827-04-16,1896-12-14,alternative_title,Earl of Darnley,1835-02-12,1896-12-14,6465.0
Mr,John,Bligh,1827-04-16,1896-12-14,alternative_title,Viscount Darnley of Athboy,1835-02-12,1896-12-14,6465.0
Mr,John,Bligh,1767-06-30,1831-03-17,lord_membership,Lord Clifton,1781-07-31,1831-03-17,6640.0
Mr,John,Bligh,1767-06-30,1831-03-17,alternative_title,Baron Clifton of Rathmore,1781-07-31,1831-03-17,6640.0
Mr,John,Bligh,1767-06-30,1831-03-17,alternative_title,Earl of Darnley,1781-07-31,1831-03-17,6640.0
Mr,John,Bligh,1767-06-30,1831-03-17,alternative_title,Viscount Darnley of Athboy,1781-07-31,1831-03-17,6640.0
Mr,John,Bloomfield,1802-11-12,1879-08-17,lord_membership,Baron Bloomfield of Ciamhaltha,1871-08-07,1879-08-17,6936.0
Mr,John,Bloomfield,1802-11-12,1879-08-17,alternative_title,Baron Bloomfield of Oakhampton and Redwood,1846-08-15,1879-08-17,6936.0
Mr,James,Blyth,1841-09-10,1925-02-08,lord_membership,Baron Blyth,1907-07-19,1925-02-08,7247.0
Mr,Thomas,Booker,1801-01-01,1858-12-31,alternative_name,Thomas Booker-Blakemore,1801-01-01,1858-12-31,4104.0
Mr,Edward,Bootle-Wilbraham,1771-03-07,1853-04-03,lord_membership,Baron Skelmersdale,1828-01-30,1853-04-03,2033.0
Mr,Edward,Bootle-Wilbraham,1837-12-12,1898-11-19,lord_membership,Baron Skelmersdale,1853-04-03,1898-11-19,
Mr,Edward,Bootle-Wilbraham,1837-12-12,1898-11-19,lord_membership,Earl of Lathom,1880-05-03,1898-11-19,
Mr,Edward,Bootle-Wilbraham,1864-10-26,1910-03-15,lord_membership,Baron Skelmersdale,1898-11-19,1910-03-15,
Mr,Edward,Bootle-Wilbraham,1864-10-26,1910-03-15,lord_membership,Earl of Lathom,1898-11-19,1910-03-15,
Mr,Edward,Bootle-Wilbraham,1895-05-16,1930-02-06,lord_membership,Baron Skelmersdale,1910-03-15,1930-02-06,
Mr,Edward,Bootle-Wilbraham,1895-05-16,1930-02-06,lord_membership,Earl of Lathom,1910-03-15,1930-02-06,
Sir,Algernon,Borthwick,1830-01-01,1908-11-22,lord_membership,Baron Glenesk,1895-01-01,1908-11-22,6060.0
Mr,Edward,Boscawen,1787-05-10,1841-12-29,lord_membership,Earl Falmouth,1821-07-14,1841-12-29,1607.0
Lord,,Boscawen-Rose,1811-01-01,1852-12-31,lord_membership,Earl of Falmouth,1841-01-01,1852-12-31,
Lord,,Boscawen-Rose,1811-01-01,1852-12-31,alternative_name,George Boscawen,1811-01-01,1852-12-31,
Mr,Robert,Bourke,1827-01-01,1902-09-03,lord_membership,Baron Connemara,1887-01-01,1902-09-03,5135.0
Mr,Charles,Bowen,1831-08-29,1894-04-10,lord_membership,Baron Bowen of Colwood,1893-09-23,1894-04-10,7109.0
Mr,John,Bowes,,1820-07-03,lord_membership,Baron Bowes,1815-08-07,1820-07-03,2965.0
Mr,Claude,Bowes Lyon,,1904-02-16,lord_membership,Baron Bowes,1887-07-01,1904-02-16,
,,Bowmont,1839-01-01,1892-12-31,lord_membership,Duke of Roxburgh,1879-01-01,1892-12-31,
,,Bowmont,1839-01-01,1892-12-31,alternative_name,James Innes-Ker,1839-01-01,1892-12-31,
Sir,John,Boyd-Orr,1880-01-01,1971-06-25,alternative_name,John Orr,1880-01-01,1971-12-31,10608.0
Mr,Charles,Boyle,1861-11-24,1925-03-25,lord_membership,Baron Boyle of Marston,1904-06-22,1925-03-25,7207.0
Mr,Charles,Boyle,1861-11-24,1925-03-25,alternative_title,Baron of Bandon Bridge,1904-06-22,1925-03-25,7207.0
Mr,Charles,Boyle,1861-11-24,1925-03-25,alternative_title,Earl of Orrery,1904-06-22,1925-03-25,7207.0
Mr,Charles,Boyle,1861-11-24,1925-03-25,alternative_title,Earl of the County of Cork,1904-06-22,1925-03-25,7207.0
Mr,Charles,Boyle,1861-11-24,1925-03-25,alternative_title,Lord Boyle,1904-06-22,1925-03-25,7207.0
Mr,Charles,Boyle,1861-11-24,1925-03-25,alternative_title,Viscount Boyle of Kinalmeaky,1904-06-22,1925-03-25,7207.0
Mr,Charles,Boyle,1861-11-24,1925-03-25,alternative_title,Viscount of Dungarvan,1904-06-22,1925-03-25,7207.0
Mr,David,Boyle,1833-05-31,1915-12-13,lord_membership,Baron Fairlie of Fairlie,1897-07-23,1915-12-13,7135.0
Mr,David,Boyle,1833-05-31,1915-12-13,alternative_title,Earl of Glasgow,1890-04-23,1915-12-13,7135.0
Mr,David,Boyle,1833-05-31,1915-12-13,alternative_title,Lord Boyle,1890-04-23,1915-12-13,7135.0
Mr,David,Boyle,1833-05-31,1915-12-13,alternative_title,Viscount of Kelburn,1890-04-23,1915-12-13,7135.0
Mr,Edmund,Boyle,1767-10-21,1856-06-29,lord_membership,Baron Boyle of Marston,1798-10-06,1856-06-29,6466.0
Mr,Edmund,Boyle,1767-10-21,1856-06-29,alternative_title,Baron of Bandon Bridge,1798-10-06,1856-06-29,6466.0
Mr,Edmund,Boyle,1767-10-21,1856-06-29,alternative_title,Earl of Orrery,1798-10-06,1856-06-29,6466.0
Mr,Edmund,Boyle,1767-10-21,1856-06-29,alternative_title,Earl of the County of Cork,1798-10-06,1856-06-29,6466.0
Mr,Edmund,Boyle,1767-10-21,1856-06-29,alternative_title,Lord Boyle,1798-10-06,1856-06-29,6466.0
Mr,Edmund,Boyle,1767-10-21,1856-06-29,alternative_title,Viscount Boyle of Kinalmeaky,1798-10-06,1856-06-29,6466.0
Mr,Edmund,Boyle,1767-10-21,1856-06-29,alternative_title,Viscount of Dungarvan,1798-10-06,1856-06-29,6466.0
Hon.,George,Boyle,1825-01-01,1890-12-31,lord_membership,Earl Glasgow,1869-01-01,1890-12-31,
Hon.,George,Boyle,1825-01-01,1890-12-31,lord_membership,Baron Ross of Hawkhead,1869-03-11,1890-04-23,
Hon.,George,Boyle,1825-01-01,1890-12-31,alternative_title,Earl of Glasgow,1869-03-11,1890-04-23,
Hon.,George,Boyle,1825-01-01,1890-12-31,alternative_title,Lord Boyle,1869-03-11,1890-04-23,
Hon.,George,Boyle,1825-01-01,1890-12-31,alternative_title,Viscount of Kelburn,1869-03-11,1890-04-23,
Mr,George,Boyle,1765-03-26,1843-07-03,lord_membership,Baron Ross of Hawkhead,1815-08-11,1843-07-03,6467.0
Mr,George,Boyle,1765-03-26,1843-07-03,alternative_title,Earl of Glasgow,1775-03-07,1843-07-03,6467.0
Mr,George,Boyle,1765-03-26,1843-07-03,alternative_title,Lord Boyle,1775-03-07,1843-07-03,6467.0
Mr,George,Boyle,1765-03-26,1843-07-03,alternative_title,Viscount of Kelburn,1775-03-07,1843-07-03,6467.0
Lord,,Brabazon,1803-01-01,1887-12-31,lord_membership,Earl of Meath,1851-01-01,1887-12-31,
Lord,,Brabazon,1803-01-01,1887-12-31,alternative_name,William Brabazon,1803-01-01,1887-12-31,
Mr,John,Brabazon,1772-04-09,1851-03-15,lord_membership,Baron Chaworth of Eaton Hall,1831-09-10,1851-03-15,
Viscount,,Brackley,1823-01-01,1862-12-31,lord_membership,Earl Ellesmere,1857-01-01,1862-12-31,
Viscount,,Brackley,1823-01-01,1862-12-31,alternative_name,George Leveson-Gower,1823-01-01,1833-12-31,
Viscount,,Brackley,1823-01-01,1862-12-31,alternative_name,George Egerton,1833-01-01,1862-12-31,
Mrs,Bessie,Braddock,1899-01-01,1970-11-13,alternative_name,Bessie Bamber,1899-01-01,1970-12-31,
Mr,George,Bramwell,1808-06-12,1892-05-09,lord_membership,Baron Bramwell of Hever,1882-02-03,1892-05-09,7007.0
Hon.,Henry,Brand,1841-01-01,1906-12-22,lord_membership,Viscount Hampden,1892-01-01,1906-12-22,
Sir,Henry,Brand,1814-01-01,1892-12-31,lord_membership,Viscount Hampden,1884-01-01,1892-12-31,
Sir,Henry,Brand,1814-01-01,1892-12-31,lord_membership,2Baron Dacre,1890-01-01,1892-12-31,
Hon.,Thomas,Brand,1808-01-01,1890-12-31,lord_membership,Baron Dacre,1853-01-01,1890-12-31,3950.0
Hon.,Thomas,Brand,1808-01-01,1890-12-31,alternative_name,Thomas Trevor,1851-01-01,1890-12-31,
Mr,Thomas,Brassey,1836-01-01,1918-02-23,lord_membership,Baron Brassey of Bulkeley,1886-01-01,1918-02-23,
,,Brecknock,1840-01-01,1872-12-31,lord_membership,Marquess of Camden,1866-01-01,1872-12-31,
,,Brecknock,1840-01-01,1872-12-31,lord_membership,Earl of the County of Brecknock,1866-08-06,1872-05-04,
,,Brecknock,1840-01-01,1872-12-31,lord_membership,Earl Camden,1866-08-06,1872-05-04,
,,Brecknock,1840-01-01,1872-12-31,lord_membership,Baron Camden of Camden Place,1866-08-06,1872-05-04,
,,Brecknock,1840-01-01,1872-12-31,lord_membership,Viscount Bayham of Bayham Abbey,1866-08-06,1872-05-04,
,,Brecknock,1840-01-01,1872-12-31,alternative_name,John Pratt,1840-01-01,1872-12-31,
Mr,William,Brett,1815-01-01,1899-12-31,lord_membership,Baron Esher,1885-07-24,1899-05-24,4981.0
Mr,William,Brett,1815-01-01,1899-12-31,lord_membership,Viscount Esher,1897-11-11,1899-05-24,4981.0
Mr,George,Bridgeman,1789-10-23,1865-03-22,lord_membership,Baron Bradford of Bradford,1825-09-07,1865-03-22,
Mr,George,Bridgeman,1789-10-23,1865-03-22,lord_membership,Earl of Bradford,1825-09-07,1865-03-22,
Mr,George,Bridgeman,1789-10-23,1865-03-22,lord_membership,Viscount Newport,1825-09-07,1865-03-22,
Mr,George,Bridgeman,1845-02-03,1915-01-02,lord_membership,Baron Bradford of Bradford,1898-03-09,1915-01-02,
Mr,George,Bridgeman,1845-02-03,1915-01-02,lord_membership,Earl of Bradford,1898-03-09,1915-01-02,
Mr,George,Bridgeman,1845-02-03,1915-01-02,lord_membership,Viscount Newport,1898-03-09,1915-01-02,
Mr,Orlando,Bridgeman,1762-03-19,1825-09-07,lord_membership,Baron Bradford of Bradford,1800-06-05,1825-09-07,6641.0
Mr,Orlando,Bridgeman,1762-03-19,1825-09-07,lord_membership,Earl of Bradford,1815-11-30,1825-09-07,6641.0
Mr,Orlando,Bridgeman,1762-03-19,1825-09-07,lord_membership,Viscount Newport,1815-11-30,1825-09-07,6641.0
Mr,Orlando,Bridgeman,1819-04-24,1898-03-09,lord_membership,Baron Bradford of Bradford,1865-03-22,1898-03-09,
Mr,Orlando,Bridgeman,1819-04-24,1898-03-09,lord_membership,Earl of Bradford,1865-03-22,1898-03-09,
Mr,Orlando,Bridgeman,1819-04-24,1898-03-09,lord_membership,Viscount Newport,1865-03-22,1898-03-09,
Sir,Brook,Bridges,1801-01-01,1875-12-31,lord_membership,Lord Fitzwalter,1868-01-01,1875-12-31,4132.0
Hon.,William,Brodrick,1830-01-01,1907-04-18,lord_membership,Viscount Midleton,1870-01-01,1907-04-18,
Mr,William,Brodrick,1856-01-01,1942-02-13,lord_membership,Viscount Midleton,1907-01-01,1942-02-13,
Lord,,Brooke,1818-01-01,1893-12-31,lord_membership,Earl of Warwick,1853-01-01,1893-12-31,
Lord,,Brooke,1818-01-01,1893-12-31,lord_membership,Earl Brooke of Warwick Castle,1853-08-10,1893-12-02,
Lord,,Brooke,1818-01-01,1893-12-31,lord_membership,Baron Brooke of Beauchamps Court,1853-08-10,1893-12-02,
Lord,,Brooke,1818-01-01,1893-12-31,alternative_name,George Greville,1818-01-01,1893-12-31,
Lord,,Brooke,1853-01-01,1924-01-15,lord_membership,Earl of Warwick,1893-01-01,1924-01-15,
Lord,,Brooke,1853-01-01,1924-01-15,lord_membership,Earl Brooke of Warwick Castle,1893-12-02,1924-01-15,
Lord,,Brooke,1853-01-01,1924-01-15,lord_membership,Baron Brooke of Beauchamps Court,1893-12-02,1924-01-15,
Lord,,Brooke,1853-01-01,1924-01-15,alternative_name,Francis Greville,1853-01-01,1924-12-31,
